
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1193                           1286   1      3   3   1 G           2 0 UB3D2_G9            (4347-356-13)
20-0073                          D1193                           1286   1      4   4   1 R           3 0 UB3D2_R9            (4347-355-13)
20-0073                          D1194                            841   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1194                            841   1      2   2   1 B           1 0 UB3D2_B7            (4347-360-13)
20-0073                          D1194                            841   1      3   3   1 G           2 0 UB3D2_G7            (4347-359-13)
20-0073                          D1194                            841   1      4   4   1 R           3 0 UB3D2_R7            (4347-358-13)
20-0073                          D1195                           1161   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1195                           1161   1      2   2   1 B           1 0 UB3D2_B10           (4347-363-13)
20-0073                          D1195                           1161   1      3   3   1 G           2 0 UB3D2_G10           (4347-362-13)
20-0073                          D1195                           1161   1      4   4   1 R           3 0 UB3D2_R10           (4347-361-13)
20-0073                          D1196                           1121   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1196                           1121   1      2   2   1 B           1 0 UB3D2_B11           (4347-366-13)
20-0073                          D1196                           1121   1      3   3   1 G           2 0 UB3D2_G11           (4347-365-13)
20-0073                          D1196                           1121   1      4   4   1 R           3 0 UB3D2_R11           (4347-364-13)
20-0073                          D1197                            801   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1197                            801   1      2   2   1 B           1 0 UB3D2_B14           (4347-369-13)
20-0073                          D1197                            801   1      3   3   1 G           2 0 UB3D2_G14           (4347-368-13)
20-0073                          D1197                            801   1      4   4   1 R           3 0 UB3D2_R14           (4347-367-13)
20-0073                          D1198                            726   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
